MONTH,Year,DISEASE,GENDER,NATIONALITY,AGE_GROUP,Detected Cases
04,2015,Obesity,Female,Russian,20-29,1
06,2011,Dyslipidemia,Female,Israeli,50-59,8
08,2011,Heart disease,Male,Israeli,60-69,4
08,2011,Diabetes,Male,Israeli,60-69,3
10,2011,CKD,Male,Israeli,60-69,6
04,2010,Heart disease,Male,Israeli,40-49,4
02,2020,CKD,Male,Israeli,60-69,12
02,2020,Hypertension,Male,Israeli,60-69,11
12,2012,Nash,Female,Israeli,40-49,8
03,2009,Hypertension,Female,Israeli,30-39,6
12,2010,Heart disease,Male,Russian,70+,1
02,2017,CKD,Male,Russian,70+,1
02,2017,Dyslipidemia,Male,Russian,70+,1
09,2012,Nash,Female,Israeli,60-69,10
02,2019,Heart disease,Female,Israeli,50-59,2
04,2020,Hypertension,Female,Israeli,50-59,2
11,2009,Heart disease,Male,Ethiopian,60-69,2
11,2009,Diabetes,Male,Ethiopian,60-69,2
08,2015,Heart disease,Female,Bulgarian,60-69,1
07,2015,Obesity,Female,Tunisian,50-59,1
08,2015,Dyslipidemia,Female,Tunisian,50-59,1
12,2012,Dyslipidemia,Female,Hungarian,60-69,1
12,2012,Diabetes,Female,Hungarian,60-69,1
10,2009,CKD,Female,Israeli,10-19,1
09,2009,Diabetes,Female,Argentinian,40-49,1
11,2009,Obesity,Female,Argentinian,40-49,1
05,2010,Heart disease,Female,Argentinian,40-49,1
04,2013,CKD,Female,Argentinian,40-49,1
02,2018,Obesity,Female,Russian,20-29,1
10,2012,Heart disease,Female,Israeli,50-59,24
11,2016,Diabetes,Female,Israeli,50-59,5
11,2016,Obesity,Female,Israeli,50-59,6
07,2019,Nash,Female,Israeli,50-59,2
12,2014,Obesity,Female,Israeli,70+,8
02,2015,CKD,Male,Ucranian,60-69,2
02,2015,Hypertension,Male,Ucranian,60-69,1
06,2012,Obesity,Male,Israeli,30-39,2
07,2016,Diabetes,Male,Israeli,50-59,3
07,2016,Obesity,Male,Israeli,50-59,8
05,2009,Obesity,Female,Rumanian,50-59,2
05,2009,Nash,Female,Rumanian,50-59,1
04,2011,Dyslipidemia,Female,Rumanian,50-59,1
04,2011,Heart disease,Female,Rumanian,50-59,1
11,2015,Diabetes,Female,Moroccan,70+,4
10,2012,Heart disease,Male,Moroccan,50-59,3
11,2015,Diabetes,Female,Israeli,30-39,7
08,2019,Heart disease,Female,Libyan,60-69,1
08,2019,Dyslipidemia,Female,Libyan,60-69,1
08,2019,Hypertension,Female,Libyan,60-69,1
11,2019,Obesity,Female,Israeli,60-69,5
05,2018,Diabetes,Female,Rumanian,70+,3
05,2018,Heart disease,Female,Rumanian,70+,3
11,2018,Heart disease,Male,German,60-69,1
10,2018,Diabetes,Female,Ucranian,50-59,3
01,2018,Dyslipidemia,Male,United States,70+,2
01,2018,Heart disease,Male,United States,70+,2
08,2012,Obesity,Female,Israeli,30-39,18
04,2012,Obesity,Female,Ethiopian,70+,3
12,2017,CKD,Female,Ethiopian,70+,1
12,2017,Hypertension,Female,Ethiopian,70+,1
12,2017,Dyslipidemia,Female,Ethiopian,70+,1
12,2009,Dyslipidemia,Male,Moroccan,70+,1
07,2011,CKD,Male,Moroccan,70+,1
07,2013,Diabetes,Male,Moroccan,70+,1
11,2009,Nash,Male,Israeli,60-69,18
02,2013,Heart disease,Male,Moroccan,50-59,1
02,2013,Obesity,Male,Moroccan,50-59,1
08,2011,Heart disease,Female,Israeli,70+,11
01,2009,Diabetes,Female,Polonian,60-69,2
01,2009,CKD,Female,Polonian,60-69,1
01,2009,Heart disease,Female,Polonian,60-69,2
12,2009,Hypertension,Female,Polonian,60-69,1
02,2010,Obesity,Female,Polonian,60-69,1
07,2015,Dyslipidemia,Female,Rumanian,70+,1
08,2015,Obesity,Female,Rumanian,70+,5
08,2012,CKD,Male,Ucranian,70+,3
11,2013,Hypertension,Male,Ucranian,70+,1
07,2012,Heart disease,Female,Israeli,50-59,37
03,2015,CKD,Male,Egyptian,60-69,2
03,2015,Dyslipidemia,Male,Egyptian,60-69,1
03,2015,Heart disease,Male,Egyptian,60-69,2
11,2013,Diabetes,Male,Israeli,70+,9
10,2015,CKD,Male,United States,70+,3
10,2015,Diabetes,Male,United States,70+,2
03,2015,CKD,Female,Yemeni,70+,4
03,2015,Diabetes,Female,Yemeni,70+,1
03,2015,Hypertension,Female,Yemeni,70+,3
03,2015,Obesity,Female,Yemeni,70+,1
03,2015,Dyslipidemia,Female,Yemeni,70+,2
03,2015,Heart disease,Female,Yemeni,70+,3
07,2018,Diabetes,Male,Yemeni,60-69,1
07,2018,Heart disease,Male,Yemeni,60-69,1
07,2018,Hypertension,Male,Yemeni,60-69,1
07,2018,Dyslipidemia,Male,Yemeni,60-69,1
05,2019,CKD,Male,Yemeni,60-69,1
10,2015,Dyslipidemia,Female,Russian,70+,5
10,2015,Diabetes,Female,Russian,70+,5
10,2016,Hypertension,Female,Russian,70+,1
05,2010,CKD,Male,Moroccan,30-39,1
02,2012,Diabetes,Male,Moroccan,30-39,2
04,2014,Diabetes,Male,Moroccan,40-49,1
09,2014,CKD,Male,Moroccan,40-49,1
04,2016,Dyslipidemia,Male,Moroccan,40-49,1
07,2010,Diabetes,Female,Israeli,50-59,5
11,2012,Obesity,Female,Moldavian,50-59,1
11,2017,Heart disease,Female,Israeli,70+,13
04,2009,CKD,Female,Israeli,30-39,6
01,2019,CKD,Male,Rumanian,60-69,1
01,2019,Hypertension,Male,Rumanian,60-69,1
06,2015,CKD,Male,German,40-49,1
11,2018,Dyslipidemia,Male,Russian,70+,5
05,2012,Diabetes,Male,Rumanian,70+,2
06,2012,Obesity,Male,Israeli,70+,17
07,2010,Diabetes,Male,Israeli,60-69,3
07,2010,Heart disease,Male,Israeli,60-69,9
05,2015,Diabetes,Male,South African,70+,2
05,2015,CKD,Male,South African,70+,2
05,2015,Heart disease,Male,South African,70+,2
05,2015,Hypertension,Male,South African,70+,2
01,2019,Dyslipidemia,Male,South African,70+,1
01,2015,Nash,Female,Rumanian,60-69,1
01,2015,Hypertension,Female,Rumanian,60-69,1
09,2015,CKD,Female,Rumanian,60-69,2
10,2012,Obesity,Female,Ethiopian,40-49,1
04,2015,Obesity,Female,United States,20-29,1
06,2010,Hypertension,Female,Israeli,60-69,6
06,2010,Obesity,Female,Israeli,60-69,5
09,2010,Diabetes,Female,Israeli,60-69,10
09,2018,CKD,Male,Tunisian,40-49,1
10,2012,Diabetes,Female,Moroccan,60-69,3
11,2018,Dyslipidemia,Female,Israeli,40-49,17
08,2013,CKD,Male,Ucranian,60-69,2
02,2013,Obesity,Female,Israeli,40-49,6
05,2016,CKD,Female,Russian,70+,3
08,2017,Hypertension,Male,Israeli,50-59,7
09,2013,Obesity,Male,Israeli,70+,6
07,2014,Hypertension,Female,Tunisian,30-39,1
11,2015,CKD,Male,Ethiopian,70+,9
11,2015,Dyslipidemia,Male,Ethiopian,70+,3
11,2015,Heart disease,Male,Ethiopian,70+,7
11,2015,Hypertension,Male,Ethiopian,70+,7
07,2016,Heart disease,Female,Rumanian,70+,1
02,2018,Dyslipidemia,Female,Rumanian,70+,5
02,2018,Hypertension,Female,Rumanian,70+,6
10,2017,CKD,Male,Israeli,40-49,5
04,2018,Hypertension,Male,Israeli,40-49,12
06,2009,CKD,Female,Israeli,30-39,7
07,2010,CKD,Female,Polonian,70+,1
07,2010,Heart disease,Female,Polonian,70+,2
07,2010,Hypertension,Female,Polonian,70+,2
12,2018,Dyslipidemia,Female,English,50-59,1
02,2012,Dyslipidemia,Female,Iranian,70+,1
05,2013,CKD,Female,Iranian,70+,1
05,2013,Heart disease,Female,Iranian,70+,1
05,2013,Nash,Female,Iranian,70+,1
02,2009,CKD,Female,Rumanian,70+,3
02,2009,Hypertension,Female,Rumanian,70+,3
05,2012,Diabetes,Male,United States,70+,3
05,2012,Heart disease,Male,United States,70+,4
12,2012,CKD,Male,Polonian,50-59,1
04,2019,CKD,Female,Israeli,50-59,8
10,2013,Nash,Female,Israeli,50-59,1
07,2016,Heart disease,Female,Israeli,50-59,14
05,2010,Diabetes,Female,Israeli,70+,15
11,2009,CKD,Male,Polonian,70+,5
09,2015,CKD,Female,Iraqui,40-49,1
09,2015,Diabetes,Female,Iraqui,40-49,1
09,2015,Hypertension,Female,Iraqui,40-49,1
09,2015,Obesity,Female,Iraqui,40-49,1
09,2015,Heart disease,Female,Iraqui,40-49,1
07,2018,Dyslipidemia,Female,Iraqui,40-49,1
07,2018,Nash,Female,Iraqui,40-49,1
11,2012,Heart disease,Male,Moroccan,70+,9
02,2009,Heart disease,Male,Indu,70+,2
04,2009,Hypertension,Female,Israeli,20-29,3
04,2014,Obesity,Male,Israeli,70+,4
08,2011,Hypertension,Female,Israeli,40-49,1
10,2010,Obesity,Male,Israeli,70+,3
12,2010,Heart disease,Male,Israeli,70+,15
08,2009,Heart disease,Male,Tunisian,30-39,1
09,2018,Nash,Male,Israeli,30-39,7
07,2018,Diabetes,Male,Ucranian,50-59,3
07,2018,Heart disease,Male,Ucranian,50-59,2
07,2018,Obesity,Male,Ucranian,50-59,1
04,2020,Diabetes,Female,Israeli,30-39,3
04,2020,Obesity,Female,Israeli,30-39,2
03,2009,Obesity,Female,Israeli,30-39,13
03,2020,Obesity,Male,Israeli,60-69,4
05,2020,Hypertension,Female,Algerian,20-29,1
10,2018,CKD,Female,English,70+,1
06,2018,Nash,Male,Israeli,70+,21
05,2017,CKD,Female,Israeli,40-49,4
06,2015,Dyslipidemia,Female,Ucranian,70+,4
06,2015,Diabetes,Female,Ucranian,70+,3
12,2018,Nash,Male,Russian,60-69,2
04,2019,Hypertension,Male,Russian,60-69,1
04,2019,Dyslipidemia,Male,Russian,60-69,1
11,2012,CKD,Female,United States,50-59,1
11,2012,Hypertension,Female,United States,50-59,1
08,2017,Dyslipidemia,Female,United States,50-59,1
05,2012,Diabetes,Male,Turkish,50-59,1
06,2012,Nash,Male,Turkish,50-59,1
06,2012,CKD,Male,Turkish,50-59,2
12,2010,Nash,Male,Israeli,30-39,1
10,2014,CKD,Male,Israeli,60-69,13
06,2016,Obesity,Female,Israeli,40-49,4
09,2012,Heart disease,Male,Rumanian,70+,2
03,2010,Hypertension,Female,Israeli,70+,17
12,2018,Heart disease,Male,United States,70+,1
12,2018,Diabetes,Male,United States,70+,1
12,2018,Dyslipidemia,Male,United States,70+,1
03,2019,CKD,Male,United States,70+,1
04,2012,Diabetes,Male,Argentinian,40-49,1
04,2012,Obesity,Male,Argentinian,40-49,1
05,2020,Heart disease,Female,Israeli,60-69,6
11,2018,CKD,Male,Argentinian,70+,2
11,2018,Diabetes,Male,Argentinian,70+,1
11,2018,Hypertension,Male,Argentinian,70+,1
11,2018,Dyslipidemia,Male,Argentinian,70+,1
11,2018,Heart disease,Male,Argentinian,70+,1
11,2016,Heart disease,Female,Libyan,50-59,1
07,2018,CKD,Female,Libyan,50-59,1
09,2019,Dyslipidemia,Male,Israeli,20-29,3
09,2019,Obesity,Male,Israeli,20-29,4
02,2013,Nash,Male,Israeli,60-69,7
07,2009,Diabetes,Female,Rumanian,70+,3
07,2009,Heart disease,Female,Rumanian,70+,3
06,2010,CKD,Female,Rumanian,70+,2
06,2010,Hypertension,Female,Rumanian,70+,2
06,2018,Obesity,Female,Moroccan,50-59,2
02,2015,Heart disease,Female,Israeli,20-29,3
03,2020,Hypertension,Female,Israeli,70+,11
03,2012,Obesity,Female,Israeli,30-39,11
03,2012,Heart disease,Female,Libyan,70+,3
03,2016,Obesity,Male,Israeli,40-49,9
05,2019,Hypertension,Male,Israeli,40-49,2
10,2010,Hypertension,Male,Israeli,50-59,3
10,2013,Obesity,Female,Israeli,60-69,4
02,2020,Heart disease,Female,Israeli,60-69,6
04,2020,Hypertension,Female,Israeli,60-69,5
12,2011,Diabetes,Female,Israeli,20-29,5
10,2018,CKD,Female,Bilorussian,70+,1
10,2018,Diabetes,Female,Bilorussian,70+,1
10,2018,Hypertension,Female,Bilorussian,70+,1
10,2018,Dyslipidemia,Female,Bilorussian,70+,3
10,2018,Heart disease,Female,Bilorussian,70+,1
05,2009,Diabetes,Male,Argentinian,60-69,1
05,2009,Heart disease,Male,Argentinian,60-69,1
10,2015,Dyslipidemia,Male,Ucranian,50-59,4
10,2015,Obesity,Male,Ucranian,50-59,2
03,2009,Heart disease,Female,Algerian,70+,3
03,2010,Diabetes,Female,Israeli,50-59,7
01,2010,Obesity,Male,Israeli,20-29,2
06,2012,CKD,Female,Argentinian,70+,1
06,2012,Heart disease,Female,Argentinian,70+,2
06,2012,Hypertension,Female,Argentinian,70+,1
04,2015,CKD,Male,Ethiopian,70+,2
04,2015,Heart disease,Male,Ethiopian,70+,3
04,2015,Hypertension,Male,Ethiopian,70+,1
10,2009,Heart disease,Male,French,40-49,1
08,2019,CKD,Male,Israeli,70+,15
02,2018,Diabetes,Male,Egyptian,70+,2
02,2018,CKD,Male,Egyptian,70+,2
02,2018,Heart disease,Male,Egyptian,70+,1
02,2018,Hypertension,Male,Egyptian,70+,1
08,2015,Diabetes,Male,Iranian,50-59,1
08,2015,Heart disease,Male,Iranian,50-59,1
02,2017,CKD,Male,Iranian,50-59,2
02,2017,Hypertension,Male,Iranian,50-59,1
08,2017,Nash,Male,Iranian,50-59,1
09,2017,Dyslipidemia,Male,Iranian,50-59,1
01,2018,Hypertension,Female,Ucranian,30-39,1
01,2018,Obesity,Female,Ucranian,30-39,2
02,2009,Diabetes,Female,Polonian,70+,2
02,2009,CKD,Female,Polonian,70+,1
02,2009,Heart disease,Female,Polonian,70+,2
02,2009,Hypertension,Female,Polonian,70+,1
07,2015,CKD,Male,United States,60-69,3
07,2015,Heart disease,Male,United States,60-69,4
11,2009,CKD,Male,Argentinian,70+,4
11,2009,Dyslipidemia,Male,Argentinian,70+,1
11,2009,Diabetes,Male,Argentinian,70+,1
11,2009,Hypertension,Male,Argentinian,70+,4
06,2015,Heart disease,Male,Argentinian,70+,2
04,2012,CKD,Male,Israeli,30-39,15
05,2009,Heart disease,Female,Moroccan,70+,8
12,2013,Diabetes,Female,Moroccan,70+,1
12,2013,CKD,Female,Moroccan,70+,2
02,2014,Dyslipidemia,Female,Moroccan,70+,1
05,2009,Heart disease,Female,Egyptian,70+,2
12,2017,Obesity,Male,Israeli,60-69,7
01,2018,Diabetes,Female,Israeli,20-29,3
01,2018,Heart disease,Female,Israeli,20-29,1
08,2015,Dyslipidemia,Male,Ucranian,60-69,2
08,2015,Heart disease,Male,Ucranian,60-69,5
10,2012,Heart disease,Male,Bulgarian,70+,2
08,2019,Dyslipidemia,Female,Israeli,40-49,3
07,2016,CKD,Male,Israeli,50-59,7
07,2016,Hypertension,Male,Israeli,50-59,5
01,2017,Dyslipidemia,Male,Israeli,40-49,7
12,2009,Heart disease,Male,United States,70+,4
06,2016,Hypertension,Male,Ucranian,70+,3
09,2018,Diabetes,Male,Rumanian,60-69,1
09,2018,Obesity,Male,Rumanian,60-69,2
01,2016,Obesity,Female,Israeli,30-39,4
12,2018,Dyslipidemia,Female,Russian,60-69,2
12,2018,Diabetes,Female,Russian,60-69,1
07,2018,Dyslipidemia,Female,Algerian,70+,2
07,2018,Hypertension,Female,Algerian,70+,1
08,2009,Nash,Female,Rumanian,60-69,1
09,2009,CKD,Female,Rumanian,60-69,1
06,2010,CKD,Male,Israeli,30-39,2
06,2018,Dyslipidemia,Female,Iranian,50-59,1
11,2010,CKD,Female,Ethiopian,60-69,1
11,2018,Heart disease,Male,Yemeni,70+,2
04,2012,Diabetes,Male,German,50-59,1
11,2015,Dyslipidemia,Male,Russian,70+,5
11,2015,Diabetes,Male,Russian,70+,4
03,2012,Diabetes,Female,Israeli,20-29,2
03,2017,Heart disease,Male,Israeli,40-49,4
06,2018,Dyslipidemia,Female,Israeli,20-29,5
12,2010,Nash,Male,Moroccan,30-39,1
04,2011,CKD,Male,Moroccan,30-39,1
11,2016,Nash,Female,Israeli,70+,6
11,2016,Obesity,Female,Israeli,70+,5
10,2009,Diabetes,Male,Russian,60-69,2
11,2009,CKD,Male,Russian,60-69,1
11,2009,Hypertension,Male,Russian,60-69,1
11,2012,Dyslipidemia,Male,Libyan,60-69,2
11,2012,Heart disease,Male,Libyan,60-69,1
09,2012,Heart disease,Male,Iranian,70+,2
01,2009,CKD,Male,Iranian,50-59,1
01,2009,Hypertension,Male,Iranian,50-59,1
12,2013,Dyslipidemia,Male,Iranian,50-59,1
12,2013,Heart disease,Male,Iranian,50-59,1
04,2010,Diabetes,Male,Israeli,60-69,5
06,2012,Diabetes,Female,Bulgarian,60-69,1
06,2012,Heart disease,Female,Bulgarian,60-69,1
06,2012,Obesity,Female,Bulgarian,60-69,1
12,2012,Diabetes,Male,Rumanian,60-69,2
12,2012,Heart disease,Male,Rumanian,60-69,2
08,2020,Hypertension,Male,Rumanian,60-69,2
08,2020,Dyslipidemia,Male,Rumanian,60-69,1
03,2011,Nash,Male,Israeli,20-29,1
04,2011,CKD,Male,Israeli,60-69,7
01,2013,Heart disease,Male,Israeli,60-69,10
08,2012,CKD,Male,Israeli,20-29,4
08,2012,Heart disease,Male,Israeli,20-29,2
03,2018,Hypertension,Female,Israeli,40-49,4
11,2012,Obesity,Male,Israeli,40-49,8
09,2012,CKD,Male,Iranian,60-69,1
09,2012,Heart disease,Male,Iranian,60-69,3
12,2013,Nash,Male,Iranian,60-69,1
03,2012,Diabetes,Female,Ucranian,50-59,3
09,2018,CKD,Female,Ucranian,50-59,1
09,2018,Hypertension,Female,Ucranian,50-59,1
09,2018,Obesity,Female,Ucranian,50-59,1
09,2018,Dyslipidemia,Female,Ucranian,50-59,2
09,2018,Heart disease,Female,Ucranian,50-59,2
12,2018,Nash,Female,Ucranian,50-59,1
08,2018,Diabetes,Male,Moroccan,50-59,2
08,2009,Heart disease,Male,Ucranian,60-69,5
08,2019,Dyslipidemia,Female,Israeli,60-69,9
03,2011,CKD,Male,Israeli,40-49,5
01,2009,Heart disease,Female,Israeli,30-39,5
06,2009,Diabetes,Female,Israeli,30-39,16
02,2010,Hypertension,Female,Israeli,30-39,1
12,2009,Hypertension,Female,Ucranian,70+,1
02,2009,Nash,Male,Ucranian,40-49,1
07,2017,Diabetes,Male,Israeli,70+,8
01,2010,Nash,Male,Israeli,70+,3
01,2018,Diabetes,Male,Ucranian,30-39,1
05,2018,CKD,Male,Moroccan,70+,7
05,2018,Heart disease,Male,Moroccan,70+,8
05,2018,Hypertension,Male,Moroccan,70+,5
02,2013,CKD,Male,Israeli,40-49,7
02,2013,Nash,Male,Israeli,40-49,6
03,2015,Diabetes,Female,Israeli,30-39,14
05,2012,Diabetes,Female,Israeli,20-29,6
06,2019,Hypertension,Male,Israeli,60-69,14
07,2018,Dyslipidemia,Male,Moroccan,70+,10
09,2013,Obesity,Female,Israeli,40-49,10
07,2011,Hypertension,Male,Israeli,60-69,4
01,2015,Dyslipidemia,Female,English,50-59,1
07,2013,CKD,Male,Uzbek,50-59,1
07,2013,Nash,Male,Uzbek,50-59,1
12,2017,Hypertension,Female,Israeli,30-39,4
03,2019,Hypertension,Female,Israeli,70+,16
03,2020,Diabetes,Male,Israeli,50-59,3
10,2012,Dyslipidemia,Male,Moroccan,30-39,1
10,2012,Obesity,Male,Moroccan,30-39,1
02,2018,Dyslipidemia,Female,Iranian,60-69,2
04,2009,Dyslipidemia,Female,United States,50-59,1
05,2009,CKD,Female,United States,50-59,1
05,2009,Hypertension,Female,United States,50-59,1
12,2009,Diabetes,Female,Moroccan,70+,3
12,2009,Obesity,Female,Moroccan,70+,1
03,2010,Heart disease,Female,Moroccan,70+,3
12,2010,Dyslipidemia,Female,Moroccan,70+,1
01,2019,CKD,Female,Moroccan,70+,1
01,2019,Hypertension,Female,Moroccan,70+,1
01,2010,Dyslipidemia,Female,United States,70+,1
12,2017,Heart disease,Female,United States,70+,1
12,2010,Obesity,Female,Israeli,50-59,6
12,2017,CKD,Female,Israeli,40-49,4
01,2018,CKD,Male,Turkish,70+,2
01,2018,Diabetes,Male,Turkish,70+,2
01,2018,Hypertension,Male,Turkish,70+,2
01,2018,Dyslipidemia,Male,Turkish,70+,3
01,2018,Heart disease,Male,Turkish,70+,3
04,2012,Obesity,Female,German,30-39,2
09,2016,CKD,Female,Bilorussian,50-59,1
01,2013,Dyslipidemia,Female,Israeli,60-69,10
01,2013,Diabetes,Female,Israeli,60-69,9
01,2013,Obesity,Female,Israeli,60-69,10
03,2013,Heart disease,Female,Israeli,60-69,8
02,2012,Diabetes,Female,Iranian,60-69,1
02,2012,Heart disease,Female,Iranian,60-69,1
12,2012,Dyslipidemia,Female,Iranian,60-69,1
07,2019,CKD,Female,Israeli,60-69,5
07,2019,Hypertension,Female,Israeli,60-69,5
11,2015,Dyslipidemia,Male,Yemeni,70+,1
10,2018,Heart disease,Male,Yemeni,70+,4
11,2015,Dyslipidemia,Female,Turkish,60-69,1
06,2012,Diabetes,Female,Rumanian,70+,2
06,2012,Heart disease,Female,Rumanian,70+,3
03,2018,Dyslipidemia,Female,Israeli,30-39,7
12,2019,Nash,Male,Israeli,60-69,2
06,2010,Obesity,Female,Israeli,70+,6
10,2016,Diabetes,Male,Israeli,70+,11
04,2009,Dyslipidemia,Male,Sirian,50-59,1
12,2009,Diabetes,Female,Ethiopian,70+,3
05,2016,Heart disease,Female,Israeli,50-59,6
12,2017,Dyslipidemia,Female,Israeli,50-59,22
12,2012,CKD,Male,United States,40-49,1
09,2009,Heart disease,Male,Ucranian,50-59,3
06,2015,Nash,Male,Ucranian,50-59,2
06,2015,Obesity,Male,Ucranian,50-59,1
02,2017,Hypertension,Male,Ucranian,50-59,1
09,2018,Heart disease,Male,Israeli,30-39,8
02,2015,Diabetes,Male,Rumanian,70+,4
02,2015,Hypertension,Male,Rumanian,70+,3
09,2016,Dyslipidemia,Male,Rumanian,70+,4
04,2013,Heart disease,Female,Israeli,50-59,6
01,2017,Nash,Female,Israeli,50-59,3
09,2012,Nash,Female,Ucranian,60-69,1
10,2018,CKD,Male,Moroccan,50-59,5
05,2014,CKD,Male,Israeli,70+,14
09,2013,Diabetes,Male,Ethiopian,50-59,1
07,2012,Dyslipidemia,Male,Israeli,60-69,34
10,2013,Diabetes,Male,Israeli,50-59,6
04,2010,CKD,Male,Israeli,50-59,11
05,2016,Nash,Female,Israeli,70+,4
08,2015,Diabetes,Female,Iraqui,20-29,1
05,2013,Obesity,Female,Israeli,20-29,5
06,2017,Dyslipidemia,Female,Moroccan,60-69,2
06,2018,Hypertension,Female,Moroccan,60-69,3
02,2012,Diabetes,Female,Moroccan,70+,4
02,2012,Heart disease,Female,Moroccan,70+,6
10,2019,CKD,Male,Ucranian,50-59,1
10,2019,Hypertension,Male,Ucranian,50-59,1
10,2019,Obesity,Male,Ucranian,50-59,1
10,2019,Dyslipidemia,Male,Ucranian,50-59,2
10,2019,Heart disease,Male,Ucranian,50-59,1
10,2018,Nash,Male,Israeli,30-39,6
10,2018,Obesity,Male,Israeli,30-39,6
08,2014,Diabetes,Female,Israeli,50-59,2
08,2014,Nash,Female,Israeli,50-59,2
05,2015,Heart disease,Female,Ucranian,20-29,1
04,2009,Heart disease,Female,Iraqui,60-69,2
07,2009,CKD,Female,Iraqui,60-69,2
09,2018,Hypertension,Female,Iraqui,60-69,1
11,2018,Dyslipidemia,Male,United States,70+,7
08,2015,Diabetes,Male,United States,50-59,1
10,2018,Obesity,Male,Turkish,20-29,1
02,2015,Obesity,Female,Ucranian,20-29,1
04,2015,Heart disease,Female,Ucranian,20-29,1
06,2015,Nash,Female,Ucranian,20-29,1
05,2016,CKD,Female,Ucranian,20-29,1
01,2009,Heart disease,Female,Egyptian,70+,2
08,2011,CKD,Female,Egyptian,70+,1
06,2015,Dyslipidemia,Female,Egyptian,70+,1
06,2015,Hypertension,Female,Egyptian,70+,1
07,2011,Heart disease,Male,Israeli,60-69,4
01,2015,Heart disease,Male,French,70+,4
01,2010,Diabetes,Female,Turkish,70+,1
08,2010,Hypertension,Female,Israeli,30-39,2
11,2009,Nash,Female,Israeli,40-49,5
11,2018,Diabetes,Female,Israeli,20-29,6
05,2013,Heart disease,Female,Ucranian,70+,1
01,2017,Obesity,Female,Israeli,30-39,5
04,2012,Heart disease,Male,Tunisian,70+,1
07,2018,Diabetes,Male,Algerian,50-59,1
09,2018,Dyslipidemia,Male,Algerian,50-59,1
08,2015,Dyslipidemia,Female,Libyan,50-59,1
08,2015,Diabetes,Female,Libyan,50-59,1
08,2015,Obesity,Female,Libyan,50-59,1
03,2009,Heart disease,Male,Russian,60-69,4
03,2010,Diabetes,Male,Russian,60-69,1
05,2012,Diabetes,Female,Indu,70+,1
05,2012,Heart disease,Female,Indu,70+,1
04,2012,Diabetes,Female,French,70+,2
04,2012,Heart disease,Female,French,70+,2
07,2010,Diabetes,Female,Israeli,60-69,6
07,2010,Obesity,Female,Israeli,60-69,4
03,2021,Dyslipidemia,Male,Israeli,60-69,2
05,2020,Dyslipidemia,Male,Israeli,70+,4
01,2016,Nash,Male,Israeli,70+,3
12,2012,CKD,Male,Iraqui,70+,4
01,2018,Dyslipidemia,Female,Yemeni,70+,3
07,2009,CKD,Male,German,50-59,1
07,2009,Hypertension,Male,German,50-59,1
11,2015,Dyslipidemia,Male,German,50-59,1
11,2018,Heart disease,Male,German,50-59,2
11,2015,CKD,Male,Moroccan,70+,5
11,2015,Heart disease,Male,Moroccan,70+,7
11,2015,Hypertension,Male,Moroccan,70+,3
12,2010,Diabetes,Male,Israeli,40-49,5
08,2011,Dyslipidemia,Male,Israeli,40-49,5
02,2016,Diabetes,Male,Israeli,70+,6
05,2012,Diabetes,Female,Turkish,60-69,1
05,2012,Heart disease,Female,Turkish,60-69,1
03,2018,Diabetes,Male,Moroccan,10-19,1
05,2018,Dyslipidemia,Male,Moroccan,10-19,1
09,2015,Diabetes,Male,English,60-69,1
09,2015,Heart disease,Male,English,60-69,2
10,2013,Heart disease,Female,Israeli,40-49,1
10,2013,CKD,Female,Israeli,40-49,3
11,2009,Obesity,Female,Israeli,30-39,16
07,2012,CKD,Male,Rumanian,70+,1
07,2012,Heart disease,Male,Rumanian,70+,1
07,2012,Hypertension,Male,Rumanian,70+,1
10,2013,Diabetes,Male,Rumanian,70+,1
12,2018,Dyslipidemia,Female,Ucranian,60-69,3
12,2018,Diabetes,Female,Ucranian,60-69,1
12,2018,Obesity,Female,Ucranian,60-69,1
06,2015,Nash,Male,Israeli,30-39,3
05,2009,CKD,Male,United States,50-59,2
05,2009,Hypertension,Male,United States,50-59,1
05,2009,Nash,Male,United States,50-59,1
07,2009,Diabetes,Male,United States,50-59,1
05,2020,Heart disease,Male,United States,50-59,2
09,2009,Obesity,Male,United States,30-39,1
04,2010,Heart disease,Male,United States,30-39,1
06,2011,Heart disease,Female,Israeli,70+,9
08,2015,Diabetes,Female,Algerian,40-49,1
08,2015,Obesity,Female,Algerian,40-49,1
12,2017,Dyslipidemia,Female,Algerian,40-49,1
04,2009,Dyslipidemia,Female,Russian,50-59,1
09,2010,CKD,Female,Israeli,30-39,2
08,2019,Dyslipidemia,Female,Israeli,30-39,3
02,2015,Nash,Female,Israeli,70+,12
08,2015,Heart disease,Female,Moroccan,70+,6
04,2012,Diabetes,Female,Israeli,30-39,10
12,2018,CKD,Male,Egyptian,70+,3
12,2018,Diabetes,Male,Egyptian,70+,1
12,2018,Obesity,Male,Egyptian,70+,1
01,2012,Hypertension,Female,Israeli,60-69,13
03,2018,Heart disease,Male,French,30-39,1
10,2015,Obesity,Female,Israeli,50-59,34
