month,year,disease,nationality,counts,cumulative sum,monthyear,yearquarter,bianual
07,2009,Diabetes,Ethiopian,11,70,2009-07-01,2009 Q2,2008-2009
08,2009,Diabetes,Ethiopian,14,84,2009-08-01,2009 Q2,2008-2009
09,2009,Diabetes,Ethiopian,9,93,2009-09-01,2009 Q3,2008-2009
10,2009,Diabetes,Ethiopian,10,103,2009-10-01,2009 Q3,2008-2009
11,2009,Diabetes,Ethiopian,9,112,2009-11-01,2009 Q3,2008-2009
12,2009,Diabetes,Ethiopian,14,126,2009-12-01,2009 Q3,2008-2009
01,2010,Diabetes,Ethiopian,3,129,2010-01-01,2010 Q1,2010-2011
04,2010,Diabetes,Ethiopian,1,130,2010-04-01,2010 Q1,2010-2011
05,2010,Diabetes,Ethiopian,2,132,2010-05-01,2010 Q2,2010-2011
07,2010,Diabetes,Ethiopian,2,134,2010-07-01,2010 Q2,2010-2011
09,2010,Diabetes,Ethiopian,1,135,2010-09-01,2010 Q3,2010-2011
10,2010,Diabetes,Ethiopian,2,137,2010-10-01,2010 Q3,2010-2011
12,2010,Diabetes,Ethiopian,1,138,2010-12-01,2010 Q3,2010-2011
04,2011,Diabetes,Ethiopian,1,139,2011-04-01,2011 Q1,2010-2011
07,2011,Diabetes,Ethiopian,1,140,2011-07-01,2011 Q2,2010-2011
08,2011,Diabetes,Ethiopian,1,141,2011-08-01,2011 Q2,2010-2011
10,2011,Diabetes,Ethiopian,2,143,2011-10-01,2011 Q3,2010-2011
01,2012,Diabetes,Ethiopian,11,154,2012-01-01,2012 Q1,2012-2013
02,2012,Diabetes,Ethiopian,5,159,2012-02-01,2012 Q1,2012-2013
03,2012,Diabetes,Ethiopian,6,165,2012-03-01,2012 Q1,2012-2013
04,2012,Diabetes,Ethiopian,9,174,2012-04-01,2012 Q1,2012-2013
05,2012,Diabetes,Ethiopian,6,180,2012-05-01,2012 Q2,2012-2013
06,2012,Diabetes,Ethiopian,7,187,2012-06-01,2012 Q2,2012-2013
07,2012,Diabetes,Ethiopian,10,197,2012-07-01,2012 Q2,2012-2013
08,2012,Diabetes,Ethiopian,13,210,2012-08-01,2012 Q2,2012-2013
09,2012,Diabetes,Ethiopian,10,220,2012-09-01,2012 Q3,2012-2013
10,2012,Diabetes,Ethiopian,7,227,2012-10-01,2012 Q3,2012-2013
11,2012,Diabetes,Ethiopian,11,238,2012-11-01,2012 Q3,2012-2013
12,2012,Diabetes,Ethiopian,16,254,2012-12-01,2012 Q3,2012-2013
01,2013,Diabetes,Ethiopian,3,257,2013-01-01,2013 Q1,2012-2013
05,2013,Diabetes,Ethiopian,3,260,2013-05-01,2013 Q2,2012-2013
07,2013,Diabetes,Ethiopian,1,261,2013-07-01,2013 Q2,2012-2013
08,2013,Diabetes,Ethiopian,2,263,2013-08-01,2013 Q2,2012-2013
09,2013,Diabetes,Ethiopian,2,265,2013-09-01,2013 Q3,2012-2013
10,2013,Diabetes,Ethiopian,1,266,2013-10-01,2013 Q3,2012-2013
11,2013,Diabetes,Ethiopian,1,267,2013-11-01,2013 Q3,2012-2013
12,2013,Diabetes,Ethiopian,1,268,2013-12-01,2013 Q3,2012-2013
03,2014,Diabetes,Ethiopian,1,269,2014-03-01,2014 Q1,2014-2015
05,2014,Diabetes,Ethiopian,1,270,2014-05-01,2014 Q2,2014-2015
08,2014,Diabetes,Ethiopian,1,271,2014-08-01,2014 Q2,2014-2015
09,2014,Diabetes,Ethiopian,3,274,2014-09-01,2014 Q3,2014-2015
10,2014,Diabetes,Ethiopian,2,276,2014-10-01,2014 Q3,2014-2015
11,2014,Diabetes,Ethiopian,1,277,2014-11-01,2014 Q3,2014-2015
01,2015,Diabetes,Ethiopian,7,284,2015-01-01,2015 Q1,2014-2015
02,2015,Diabetes,Ethiopian,4,288,2015-02-01,2015 Q1,2014-2015
03,2015,Diabetes,Ethiopian,8,296,2015-03-01,2015 Q1,2014-2015
04,2015,Diabetes,Ethiopian,7,303,2015-04-01,2015 Q1,2014-2015
05,2015,Diabetes,Ethiopian,5,308,2015-05-01,2015 Q2,2014-2015
06,2015,Diabetes,Ethiopian,10,318,2015-06-01,2015 Q2,2014-2015
07,2015,Diabetes,Ethiopian,10,328,2015-07-01,2015 Q2,2014-2015
08,2015,Diabetes,Ethiopian,7,335,2015-08-01,2015 Q2,2014-2015
09,2015,Diabetes,Ethiopian,10,345,2015-09-01,2015 Q3,2014-2015
10,2015,Diabetes,Ethiopian,9,354,2015-10-01,2015 Q3,2014-2015
11,2015,Diabetes,Ethiopian,10,364,2015-11-01,2015 Q3,2014-2015
12,2015,Diabetes,Ethiopian,7,371,2015-12-01,2015 Q3,2014-2015
01,2016,Diabetes,Ethiopian,1,372,2016-01-01,2016 Q1,2016-2017
03,2016,Diabetes,Ethiopian,1,373,2016-03-01,2016 Q1,2016-2017
04,2016,Diabetes,Ethiopian,2,375,2016-04-01,2016 Q1,2016-2017
08,2016,Diabetes,Ethiopian,1,376,2016-08-01,2016 Q2,2016-2017
09,2016,Diabetes,Ethiopian,1,377,2016-09-01,2016 Q3,2016-2017
10,2016,Diabetes,Ethiopian,1,378,2016-10-01,2016 Q3,2016-2017
11,2016,Diabetes,Ethiopian,1,379,2016-11-01,2016 Q3,2016-2017
02,2017,Diabetes,Ethiopian,1,380,2017-02-01,2017 Q1,2016-2017
04,2017,Diabetes,Ethiopian,1,381,2017-04-01,2017 Q1,2016-2017
09,2017,Diabetes,Ethiopian,3,384,2017-09-01,2017 Q3,2016-2017
12,2017,Diabetes,Ethiopian,2,386,2017-12-01,2017 Q3,2016-2017
01,2018,Diabetes,Ethiopian,7,393,2018-01-01,2018 Q1,2018-2019
02,2018,Diabetes,Ethiopian,12,405,2018-02-01,2018 Q1,2018-2019
03,2018,Diabetes,Ethiopian,7,412,2018-03-01,2018 Q1,2018-2019
04,2018,Diabetes,Ethiopian,8,420,2018-04-01,2018 Q1,2018-2019
05,2018,Diabetes,Ethiopian,7,427,2018-05-01,2018 Q2,2018-2019
06,2018,Diabetes,Ethiopian,6,433,2018-06-01,2018 Q2,2018-2019
07,2018,Diabetes,Ethiopian,6,439,2018-07-01,2018 Q2,2018-2019
08,2018,Diabetes,Ethiopian,10,449,2018-08-01,2018 Q2,2018-2019
09,2018,Diabetes,Ethiopian,7,456,2018-09-01,2018 Q3,2018-2019
10,2018,Diabetes,Ethiopian,7,463,2018-10-01,2018 Q3,2018-2019
11,2018,Diabetes,Ethiopian,6,469,2018-11-01,2018 Q3,2018-2019
12,2018,Diabetes,Ethiopian,9,478,2018-12-01,2018 Q3,2018-2019
01,2019,Diabetes,Ethiopian,1,479,2019-01-01,2019 Q1,2018-2019
02,2019,Diabetes,Ethiopian,1,480,2019-02-01,2019 Q1,2018-2019
03,2019,Diabetes,Ethiopian,1,481,2019-03-01,2019 Q1,2018-2019
04,2019,Diabetes,Ethiopian,1,482,2019-04-01,2019 Q1,2018-2019
06,2019,Diabetes,Ethiopian,1,483,2019-06-01,2019 Q2,2018-2019
07,2019,Diabetes,Ethiopian,1,484,2019-07-01,2019 Q2,2018-2019
08,2019,Diabetes,Ethiopian,2,486,2019-08-01,2019 Q2,2018-2019
02,2020,Diabetes,Ethiopian,1,487,2020-02-01,2020 Q1,2020-2021
08,2020,Diabetes,Ethiopian,1,488,2020-08-01,2020 Q2,2020-2021
10,2020,Diabetes,Ethiopian,1,489,2020-10-01,2020 Q3,2020-2021
12,2020,Diabetes,Ethiopian,1,490,2020-12-01,2020 Q3,2020-2021
03,2021,Diabetes,Ethiopian,1,491,2021-03-01,2021 Q1,2020-2021
01,2009,Dyslipidemia,Ethiopian,1,1,2009-01-01,2009 Q1,2008-2009
02,2009,Dyslipidemia,Ethiopian,2,3,2009-02-01,2009 Q1,2008-2009
03,2009,Dyslipidemia,Ethiopian,6,9,2009-03-01,2009 Q1,2008-2009
04,2009,Dyslipidemia,Ethiopian,6,15,2009-04-01,2009 Q1,2008-2009
05,2009,Dyslipidemia,Ethiopian,5,20,2009-05-01,2009 Q2,2008-2009
06,2009,Dyslipidemia,Ethiopian,6,26,2009-06-01,2009 Q2,2008-2009
07,2009,Dyslipidemia,Ethiopian,4,30,2009-07-01,2009 Q2,2008-2009
08,2009,Dyslipidemia,Ethiopian,7,37,2009-08-01,2009 Q2,2008-2009
09,2009,Dyslipidemia,Ethiopian,6,43,2009-09-01,2009 Q3,2008-2009
10,2009,Dyslipidemia,Ethiopian,10,53,2009-10-01,2009 Q3,2008-2009
11,2009,Dyslipidemia,Ethiopian,4,57,2009-11-01,2009 Q3,2008-2009
12,2009,Dyslipidemia,Ethiopian,8,65,2009-12-01,2009 Q3,2008-2009
01,2010,Dyslipidemia,Ethiopian,2,67,2010-01-01,2010 Q1,2010-2011
06,2010,Dyslipidemia,Ethiopian,1,68,2010-06-01,2010 Q2,2010-2011
10,2010,Dyslipidemia,Ethiopian,1,69,2010-10-01,2010 Q3,2010-2011
11,2010,Dyslipidemia,Ethiopian,2,71,2010-11-01,2010 Q3,2010-2011
12,2010,Dyslipidemia,Ethiopian,2,73,2010-12-01,2010 Q3,2010-2011
01,2011,Dyslipidemia,Ethiopian,2,75,2011-01-01,2011 Q1,2010-2011
02,2011,Dyslipidemia,Ethiopian,1,76,2011-02-01,2011 Q1,2010-2011
03,2011,Dyslipidemia,Ethiopian,1,77,2011-03-01,2011 Q1,2010-2011
06,2011,Dyslipidemia,Ethiopian,2,79,2011-06-01,2011 Q2,2010-2011
07,2011,Dyslipidemia,Ethiopian,1,80,2011-07-01,2011 Q2,2010-2011
10,2011,Dyslipidemia,Ethiopian,1,81,2011-10-01,2011 Q3,2010-2011
12,2011,Dyslipidemia,Ethiopian,1,82,2011-12-01,2011 Q3,2010-2011
01,2012,Dyslipidemia,Ethiopian,5,87,2012-01-01,2012 Q1,2012-2013
02,2012,Dyslipidemia,Ethiopian,1,88,2012-02-01,2012 Q1,2012-2013
03,2012,Dyslipidemia,Ethiopian,2,90,2012-03-01,2012 Q1,2012-2013
04,2012,Dyslipidemia,Ethiopian,2,92,2012-04-01,2012 Q1,2012-2013
05,2012,Dyslipidemia,Ethiopian,1,93,2012-05-01,2012 Q2,2012-2013
06,2012,Dyslipidemia,Ethiopian,4,97,2012-06-01,2012 Q2,2012-2013
07,2012,Dyslipidemia,Ethiopian,4,101,2012-07-01,2012 Q2,2012-2013
08,2012,Dyslipidemia,Ethiopian,5,106,2012-08-01,2012 Q2,2012-2013
09,2012,Dyslipidemia,Ethiopian,3,109,2012-09-01,2012 Q3,2012-2013
10,2012,Dyslipidemia,Ethiopian,6,115,2012-10-01,2012 Q3,2012-2013
11,2012,Dyslipidemia,Ethiopian,3,118,2012-11-01,2012 Q3,2012-2013
12,2012,Dyslipidemia,Ethiopian,3,121,2012-12-01,2012 Q3,2012-2013
01,2013,Dyslipidemia,Ethiopian,1,122,2013-01-01,2013 Q1,2012-2013
02,2013,Dyslipidemia,Ethiopian,1,123,2013-02-01,2013 Q1,2012-2013
03,2013,Dyslipidemia,Ethiopian,2,125,2013-03-01,2013 Q1,2012-2013
04,2013,Dyslipidemia,Ethiopian,1,126,2013-04-01,2013 Q1,2012-2013
08,2013,Dyslipidemia,Ethiopian,1,127,2013-08-01,2013 Q2,2012-2013
10,2013,Dyslipidemia,Ethiopian,1,128,2013-10-01,2013 Q3,2012-2013
11,2013,Dyslipidemia,Ethiopian,2,130,2013-11-01,2013 Q3,2012-2013
12,2013,Dyslipidemia,Ethiopian,1,131,2013-12-01,2013 Q3,2012-2013
07,2014,Dyslipidemia,Ethiopian,1,132,2014-07-01,2014 Q2,2014-2015
08,2014,Dyslipidemia,Ethiopian,1,133,2014-08-01,2014 Q2,2014-2015
09,2014,Dyslipidemia,Ethiopian,1,134,2014-09-01,2014 Q3,2014-2015
10,2014,Dyslipidemia,Ethiopian,1,135,2014-10-01,2014 Q3,2014-2015
11,2014,Dyslipidemia,Ethiopian,2,137,2014-11-01,2014 Q3,2014-2015
12,2014,Dyslipidemia,Ethiopian,1,138,2014-12-01,2014 Q3,2014-2015
01,2015,Dyslipidemia,Ethiopian,6,144,2015-01-01,2015 Q1,2014-2015
02,2015,Dyslipidemia,Ethiopian,9,153,2015-02-01,2015 Q1,2014-2015
03,2015,Dyslipidemia,Ethiopian,10,163,2015-03-01,2015 Q1,2014-2015
04,2015,Dyslipidemia,Ethiopian,6,169,2015-04-01,2015 Q1,2014-2015
05,2015,Dyslipidemia,Ethiopian,7,176,2015-05-01,2015 Q2,2014-2015
06,2015,Dyslipidemia,Ethiopian,5,181,2015-06-01,2015 Q2,2014-2015
07,2015,Dyslipidemia,Ethiopian,10,191,2015-07-01,2015 Q2,2014-2015
08,2015,Dyslipidemia,Ethiopian,11,202,2015-08-01,2015 Q2,2014-2015
09,2015,Dyslipidemia,Ethiopian,8,210,2015-09-01,2015 Q3,2014-2015
10,2015,Dyslipidemia,Ethiopian,13,223,2015-10-01,2015 Q3,2014-2015
11,2015,Dyslipidemia,Ethiopian,7,230,2015-11-01,2015 Q3,2014-2015
12,2015,Dyslipidemia,Ethiopian,12,242,2015-12-01,2015 Q3,2014-2015
01,2016,Dyslipidemia,Ethiopian,2,244,2016-01-01,2016 Q1,2016-2017
02,2016,Dyslipidemia,Ethiopian,3,247,2016-02-01,2016 Q1,2016-2017
03,2016,Dyslipidemia,Ethiopian,3,250,2016-03-01,2016 Q1,2016-2017
04,2016,Dyslipidemia,Ethiopian,5,255,2016-04-01,2016 Q1,2016-2017
05,2016,Dyslipidemia,Ethiopian,3,258,2016-05-01,2016 Q2,2016-2017
06,2016,Dyslipidemia,Ethiopian,3,261,2016-06-01,2016 Q2,2016-2017
07,2016,Dyslipidemia,Ethiopian,2,263,2016-07-01,2016 Q2,2016-2017
08,2016,Dyslipidemia,Ethiopian,4,267,2016-08-01,2016 Q2,2016-2017
09,2016,Dyslipidemia,Ethiopian,4,271,2016-09-01,2016 Q3,2016-2017
10,2016,Dyslipidemia,Ethiopian,2,273,2016-10-01,2016 Q3,2016-2017
11,2016,Dyslipidemia,Ethiopian,2,275,2016-11-01,2016 Q3,2016-2017
01,2017,Dyslipidemia,Ethiopian,6,281,2017-01-01,2017 Q1,2016-2017
02,2017,Dyslipidemia,Ethiopian,1,282,2017-02-01,2017 Q1,2016-2017
03,2017,Dyslipidemia,Ethiopian,2,284,2017-03-01,2017 Q1,2016-2017
04,2017,Dyslipidemia,Ethiopian,4,288,2017-04-01,2017 Q1,2016-2017
05,2017,Dyslipidemia,Ethiopian,4,292,2017-05-01,2017 Q2,2016-2017
06,2017,Dyslipidemia,Ethiopian,1,293,2017-06-01,2017 Q2,2016-2017
07,2017,Dyslipidemia,Ethiopian,4,297,2017-07-01,2017 Q2,2016-2017
08,2017,Dyslipidemia,Ethiopian,4,301,2017-08-01,2017 Q2,2016-2017
09,2017,Dyslipidemia,Ethiopian,3,304,2017-09-01,2017 Q3,2016-2017
10,2017,Dyslipidemia,Ethiopian,1,305,2017-10-01,2017 Q3,2016-2017
11,2017,Dyslipidemia,Ethiopian,1,306,2017-11-01,2017 Q3,2016-2017
12,2017,Dyslipidemia,Ethiopian,3,309,2017-12-01,2017 Q3,2016-2017
01,2018,Dyslipidemia,Ethiopian,10,319,2018-01-01,2018 Q1,2018-2019
02,2018,Dyslipidemia,Ethiopian,18,337,2018-02-01,2018 Q1,2018-2019
03,2018,Dyslipidemia,Ethiopian,17,354,2018-03-01,2018 Q1,2018-2019
04,2018,Dyslipidemia,Ethiopian,17,371,2018-04-01,2018 Q1,2018-2019
05,2018,Dyslipidemia,Ethiopian,16,387,2018-05-01,2018 Q2,2018-2019
06,2018,Dyslipidemia,Ethiopian,16,403,2018-06-01,2018 Q2,2018-2019
07,2018,Dyslipidemia,Ethiopian,11,414,2018-07-01,2018 Q2,2018-2019
08,2018,Dyslipidemia,Ethiopian,12,426,2018-08-01,2018 Q2,2018-2019
09,2018,Dyslipidemia,Ethiopian,12,438,2018-09-01,2018 Q3,2018-2019
10,2018,Dyslipidemia,Ethiopian,21,459,2018-10-01,2018 Q3,2018-2019
11,2018,Dyslipidemia,Ethiopian,20,479,2018-11-01,2018 Q3,2018-2019
12,2018,Dyslipidemia,Ethiopian,21,500,2018-12-01,2018 Q3,2018-2019
01,2019,Dyslipidemia,Ethiopian,4,504,2019-01-01,2019 Q1,2018-2019
02,2019,Dyslipidemia,Ethiopian,1,505,2019-02-01,2019 Q1,2018-2019
03,2019,Dyslipidemia,Ethiopian,2,507,2019-03-01,2019 Q1,2018-2019
04,2019,Dyslipidemia,Ethiopian,2,509,2019-04-01,2019 Q1,2018-2019
05,2019,Dyslipidemia,Ethiopian,2,511,2019-05-01,2019 Q2,2018-2019
06,2019,Dyslipidemia,Ethiopian,2,513,2019-06-01,2019 Q2,2018-2019
07,2019,Dyslipidemia,Ethiopian,2,515,2019-07-01,2019 Q2,2018-2019
08,2019,Dyslipidemia,Ethiopian,1,516,2019-08-01,2019 Q2,2018-2019
09,2019,Dyslipidemia,Ethiopian,3,519,2019-09-01,2019 Q3,2018-2019
10,2019,Dyslipidemia,Ethiopian,1,520,2019-10-01,2019 Q3,2018-2019
11,2019,Dyslipidemia,Ethiopian,1,521,2019-11-01,2019 Q3,2018-2019
01,2020,Dyslipidemia,Ethiopian,2,523,2020-01-01,2020 Q1,2020-2021
02,2020,Dyslipidemia,Ethiopian,1,524,2020-02-01,2020 Q1,2020-2021
04,2020,Dyslipidemia,Ethiopian,3,527,2020-04-01,2020 Q1,2020-2021
05,2020,Dyslipidemia,Ethiopian,3,530,2020-05-01,2020 Q2,2020-2021
06,2020,Dyslipidemia,Ethiopian,2,532,2020-06-01,2020 Q2,2020-2021
07,2020,Dyslipidemia,Ethiopian,2,534,2020-07-01,2020 Q2,2020-2021
08,2020,Dyslipidemia,Ethiopian,1,535,2020-08-01,2020 Q2,2020-2021
10,2020,Dyslipidemia,Ethiopian,1,536,2020-10-01,2020 Q3,2020-2021
12,2020,Dyslipidemia,Ethiopian,1,537,2020-12-01,2020 Q3,2020-2021
01,2021,Dyslipidemia,Ethiopian,2,539,2021-01-01,2021 Q1,2020-2021
03,2021,Dyslipidemia,Ethiopian,2,541,2021-03-01,2021 Q1,2020-2021
06,2021,Dyslipidemia,Ethiopian,1,542,2021-06-01,2021 Q2,2020-2021
04,2008,Heart disease,Ethiopian,1,1,2008-04-01,2008 Q1,2008-2009
01,2009,Heart disease,Ethiopian,11,12,2009-01-01,2009 Q1,2008-2009
02,2009,Heart disease,Ethiopian,18,30,2009-02-01,2009 Q1,2008-2009
03,2009,Heart disease,Ethiopian,14,44,2009-03-01,2009 Q1,2008-2009
04,2009,Heart disease,Ethiopian,21,65,2009-04-01,2009 Q1,2008-2009
05,2009,Heart disease,Ethiopian,26,91,2009-05-01,2009 Q2,2008-2009
06,2009,Heart disease,Ethiopian,15,106,2009-06-01,2009 Q2,2008-2009
07,2009,Heart disease,Ethiopian,20,126,2009-07-01,2009 Q2,2008-2009
08,2009,Heart disease,Ethiopian,22,148,2009-08-01,2009 Q2,2008-2009
09,2009,Heart disease,Ethiopian,23,171,2009-09-01,2009 Q3,2008-2009
10,2009,Heart disease,Ethiopian,20,191,2009-10-01,2009 Q3,2008-2009
11,2009,Heart disease,Ethiopian,26,217,2009-11-01,2009 Q3,2008-2009
12,2009,Heart disease,Ethiopian,26,243,2009-12-01,2009 Q3,2008-2009
01,2010,Heart disease,Ethiopian,2,245,2010-01-01,2010 Q1,2010-2011
02,2010,Heart disease,Ethiopian,2,247,2010-02-01,2010 Q1,2010-2011
03,2010,Heart disease,Ethiopian,3,250,2010-03-01,2010 Q1,2010-2011
04,2010,Heart disease,Ethiopian,1,251,2010-04-01,2010 Q1,2010-2011
05,2010,Heart disease,Ethiopian,2,253,2010-05-01,2010 Q2,2010-2011
06,2010,Heart disease,Ethiopian,1,254,2010-06-01,2010 Q2,2010-2011
07,2010,Heart disease,Ethiopian,2,256,2010-07-01,2010 Q2,2010-2011
10,2010,Heart disease,Ethiopian,1,257,2010-10-01,2010 Q3,2010-2011
12,2010,Heart disease,Ethiopian,2,259,2010-12-01,2010 Q3,2010-2011
02,2011,Heart disease,Ethiopian,2,261,2011-02-01,2011 Q1,2010-2011
04,2011,Heart disease,Ethiopian,1,262,2011-04-01,2011 Q1,2010-2011
05,2011,Heart disease,Ethiopian,2,264,2011-05-01,2011 Q2,2010-2011
06,2011,Heart disease,Ethiopian,2,266,2011-06-01,2011 Q2,2010-2011
07,2011,Heart disease,Ethiopian,2,268,2011-07-01,2011 Q2,2010-2011
12,2011,Heart disease,Ethiopian,1,269,2011-12-01,2011 Q3,2010-2011
01,2012,Heart disease,Ethiopian,17,286,2012-01-01,2012 Q1,2012-2013
02,2012,Heart disease,Ethiopian,15,301,2012-02-01,2012 Q1,2012-2013
03,2012,Heart disease,Ethiopian,10,311,2012-03-01,2012 Q1,2012-2013
04,2012,Heart disease,Ethiopian,21,332,2012-04-01,2012 Q1,2012-2013
05,2012,Heart disease,Ethiopian,10,342,2012-05-01,2012 Q2,2012-2013
06,2012,Heart disease,Ethiopian,12,354,2012-06-01,2012 Q2,2012-2013
07,2012,Heart disease,Ethiopian,12,366,2012-07-01,2012 Q2,2012-2013
08,2012,Heart disease,Ethiopian,15,381,2012-08-01,2012 Q2,2012-2013
09,2012,Heart disease,Ethiopian,14,395,2012-09-01,2012 Q3,2012-2013
10,2012,Heart disease,Ethiopian,14,409,2012-10-01,2012 Q3,2012-2013
11,2012,Heart disease,Ethiopian,11,420,2012-11-01,2012 Q3,2012-2013
12,2012,Heart disease,Ethiopian,18,438,2012-12-01,2012 Q3,2012-2013
01,2013,Heart disease,Ethiopian,2,440,2013-01-01,2013 Q1,2012-2013
02,2013,Heart disease,Ethiopian,1,441,2013-02-01,2013 Q1,2012-2013
03,2013,Heart disease,Ethiopian,1,442,2013-03-01,2013 Q1,2012-2013
04,2013,Heart disease,Ethiopian,1,443,2013-04-01,2013 Q1,2012-2013
05,2013,Heart disease,Ethiopian,2,445,2013-05-01,2013 Q2,2012-2013
06,2013,Heart disease,Ethiopian,2,447,2013-06-01,2013 Q2,2012-2013
07,2013,Heart disease,Ethiopian,2,449,2013-07-01,2013 Q2,2012-2013
09,2013,Heart disease,Ethiopian,2,451,2013-09-01,2013 Q3,2012-2013
10,2013,Heart disease,Ethiopian,3,454,2013-10-01,2013 Q3,2012-2013
11,2013,Heart disease,Ethiopian,2,456,2013-11-01,2013 Q3,2012-2013
12,2013,Heart disease,Ethiopian,2,458,2013-12-01,2013 Q3,2012-2013
01,2014,Heart disease,Ethiopian,1,459,2014-01-01,2014 Q1,2014-2015
02,2014,Heart disease,Ethiopian,2,461,2014-02-01,2014 Q1,2014-2015
03,2014,Heart disease,Ethiopian,5,466,2014-03-01,2014 Q1,2014-2015
04,2014,Heart disease,Ethiopian,3,469,2014-04-01,2014 Q1,2014-2015
05,2014,Heart disease,Ethiopian,1,470,2014-05-01,2014 Q2,2014-2015
06,2014,Heart disease,Ethiopian,1,471,2014-06-01,2014 Q2,2014-2015
07,2014,Heart disease,Ethiopian,3,474,2014-07-01,2014 Q2,2014-2015
08,2014,Heart disease,Ethiopian,3,477,2014-08-01,2014 Q2,2014-2015
09,2014,Heart disease,Ethiopian,2,479,2014-09-01,2014 Q3,2014-2015
10,2014,Heart disease,Ethiopian,2,481,2014-10-01,2014 Q3,2014-2015
12,2014,Heart disease,Ethiopian,1,482,2014-12-01,2014 Q3,2014-2015
01,2015,Heart disease,Ethiopian,15,497,2015-01-01,2015 Q1,2014-2015
02,2015,Heart disease,Ethiopian,12,509,2015-02-01,2015 Q1,2014-2015
03,2015,Heart disease,Ethiopian,21,530,2015-03-01,2015 Q1,2014-2015
04,2015,Heart disease,Ethiopian,20,550,2015-04-01,2015 Q1,2014-2015
05,2015,Heart disease,Ethiopian,12,562,2015-05-01,2015 Q2,2014-2015
06,2015,Heart disease,Ethiopian,21,583,2015-06-01,2015 Q2,2014-2015
07,2015,Heart disease,Ethiopian,16,599,2015-07-01,2015 Q2,2014-2015
08,2015,Heart disease,Ethiopian,19,618,2015-08-01,2015 Q2,2014-2015
09,2015,Heart disease,Ethiopian,14,632,2015-09-01,2015 Q3,2014-2015
10,2015,Heart disease,Ethiopian,27,659,2015-10-01,2015 Q3,2014-2015
11,2015,Heart disease,Ethiopian,17,676,2015-11-01,2015 Q3,2014-2015
12,2015,Heart disease,Ethiopian,20,696,2015-12-01,2015 Q3,2014-2015
01,2016,Heart disease,Ethiopian,3,699,2016-01-01,2016 Q1,2016-2017
03,2016,Heart disease,Ethiopian,2,701,2016-03-01,2016 Q1,2016-2017
04,2016,Heart disease,Ethiopian,2,703,2016-04-01,2016 Q1,2016-2017
07,2016,Heart disease,Ethiopian,1,704,2016-07-01,2016 Q2,2016-2017
09,2016,Heart disease,Ethiopian,2,706,2016-09-01,2016 Q3,2016-2017
10,2016,Heart disease,Ethiopian,1,707,2016-10-01,2016 Q3,2016-2017
11,2016,Heart disease,Ethiopian,2,709,2016-11-01,2016 Q3,2016-2017
12,2016,Heart disease,Ethiopian,3,712,2016-12-01,2016 Q3,2016-2017
01,2017,Heart disease,Ethiopian,6,718,2017-01-01,2017 Q1,2016-2017
02,2017,Heart disease,Ethiopian,3,721,2017-02-01,2017 Q1,2016-2017
03,2017,Heart disease,Ethiopian,1,722,2017-03-01,2017 Q1,2016-2017
04,2017,Heart disease,Ethiopian,2,724,2017-04-01,2017 Q1,2016-2017
05,2017,Heart disease,Ethiopian,5,729,2017-05-01,2017 Q2,2016-2017
08,2017,Heart disease,Ethiopian,2,731,2017-08-01,2017 Q2,2016-2017
10,2017,Heart disease,Ethiopian,1,732,2017-10-01,2017 Q3,2016-2017
11,2017,Heart disease,Ethiopian,1,733,2017-11-01,2017 Q3,2016-2017
12,2017,Heart disease,Ethiopian,2,735,2017-12-01,2017 Q3,2016-2017
01,2018,Heart disease,Ethiopian,18,753,2018-01-01,2018 Q1,2018-2019
02,2018,Heart disease,Ethiopian,13,766,2018-02-01,2018 Q1,2018-2019
03,2018,Heart disease,Ethiopian,13,779,2018-03-01,2018 Q1,2018-2019
04,2018,Heart disease,Ethiopian,16,795,2018-04-01,2018 Q1,2018-2019
05,2018,Heart disease,Ethiopian,18,813,2018-05-01,2018 Q2,2018-2019
06,2018,Heart disease,Ethiopian,11,824,2018-06-01,2018 Q2,2018-2019
07,2018,Heart disease,Ethiopian,9,833,2018-07-01,2018 Q2,2018-2019
08,2018,Heart disease,Ethiopian,19,852,2018-08-01,2018 Q2,2018-2019
09,2018,Heart disease,Ethiopian,10,862,2018-09-01,2018 Q3,2018-2019
10,2018,Heart disease,Ethiopian,21,883,2018-10-01,2018 Q3,2018-2019
11,2018,Heart disease,Ethiopian,22,905,2018-11-01,2018 Q3,2018-2019
12,2018,Heart disease,Ethiopian,17,922,2018-12-01,2018 Q3,2018-2019
01,2019,Heart disease,Ethiopian,1,923,2019-01-01,2019 Q1,2018-2019
02,2019,Heart disease,Ethiopian,1,924,2019-02-01,2019 Q1,2018-2019
03,2019,Heart disease,Ethiopian,1,925,2019-03-01,2019 Q1,2018-2019
04,2019,Heart disease,Ethiopian,2,927,2019-04-01,2019 Q1,2018-2019
06,2019,Heart disease,Ethiopian,2,929,2019-06-01,2019 Q2,2018-2019
08,2019,Heart disease,Ethiopian,3,932,2019-08-01,2019 Q2,2018-2019
01,2020,Heart disease,Ethiopian,1,933,2020-01-01,2020 Q1,2020-2021
03,2020,Heart disease,Ethiopian,2,935,2020-03-01,2020 Q1,2020-2021
05,2020,Heart disease,Ethiopian,1,936,2020-05-01,2020 Q2,2020-2021
08,2020,Heart disease,Ethiopian,1,937,2020-08-01,2020 Q2,2020-2021
